V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
43041,402256,425897,412154,435282,45841,408821,461231,420205,424103,420718,428103,460872,435641,0
429692,401897,425436,412103,435744,457641,409077,460821,419897,423795,419641,427128,459795,4340,0
429282,40159,424769,412103,435128,456923,409692,459949,418923,422462,418769,4260,458462,433641,0
428974,401282,424615,4120,434564,457487,409949,459795,41841,421692,418718,425795,458513,434615,0
428769,401282,424615,411846,434667,457436,410103,461077,419436,422718,419436,426667,459641,435128,0
429128,40159,424667,411949,434564,456974,4100,461692,420051,423692,420205,42759,460205,435231,0
429846,4020,425179,412256,434872,457179,409179,461026,419692,423795,420821,428103,4600,435641,0
430154,402103,425641,41241,435333,457128,408718,460872,419436,423744,421231,428308,460256,435744,0
430256,402256,42559,412359,435385,457026,409128,460974,419333,423897,421436,428564,460974,435538,0
430564,402308,425692,412205,435487,457487,409282,460154,418821,423487,421179,428923,460821,435436,0
430051,401641,425436,411641,435436,457333,408923,459436,418462,422564,4200,428051,45959,434718,0
429179,400974,424769,411538,434974,457026,408974,459436,418103,421641,418974,426872,458667,433949,0
428872,400769,424359,4120,434564,457744,409385,459846,417949,421692,419077,426974,458564,433897,0
428667,400667,423846,411436,434821,457897,409744,460359,418718,422256,419385,427128,458615,433744,0
428513,400513,423487,411128,434974,45759,409795,461231,419487,4220,419231,426769,458821,433385,0
428872,400513,424256,411692,434513,457744,409795,462308,420256,422308,41959,426974,459282,433897,0
42959,400462,424923,411282,434154,457795,409538,462462,420564,423538,420359,427436,459641,434359,0
4300,400769,42441,410974,434462,457692,409128,461436,419897,423846,420513,427333,459795,434462,0
430359,401487,424667,411949,435231,457949,409436,461179,419692,42359,420564,427641,460308,435128,0
430564,401641,425385,412615,435231,458462,410051,4620,420154,42359,420769,428256,460667,435282,0
429949,400923,424974,411949,434615,458205,409744,461538,41959,423128,420564,428103,459744,434359,0
42959,400718,42441,411538,434462,457641,409026,460462,418974,422718,420205,427897,459231,434513,0
430359,401795,425128,411897,434974,457744,408923,461179,42041,423538,420718,428615,460359,436103,0
431333,402462,426205,412564,435231,457846,408974,462513,421538,424154,421641,429179,461282,436718,0
431231,401846,426103,412564,434718,457436,408821,462308,420462,423744,421333,428769,460769,435795,0
430564,401333,425538,412051,43441,457538,408974,461436,418923,423077,420462,428103,459795,434872,0
430359,401846,425897,412205,434513,458462,409641,461538,418769,42241,42041,4280,459333,435026,0
430821,402051,426359,412462,434667,458769,410051,462154,419538,422359,420205,428308,459231,435282,0
430974,401846,426308,412462,434667,458308,409385,461949,419641,422564,419692,428564,459487,435128,0
430256,4020,426051,412462,43441,457692,408564,461077,419385,422667,419744,428256,459692,435179,0
429795,402154,425846,412615,434667,45759,408821,460821,419333,422718,420051,427846,459897,435538,0
430308,402359,426103,412821,434872,457538,408667,460513,419282,422564,420513,428308,460308,435795,0
430615,402308,426359,412769,434308,457128,408205,459897,419385,422308,420769,428667,460154,435846,0
4300,401436,426103,412154,433897,457795,408718,46041,419795,422615,420256,428359,45959,435128,0
42959,400821,4260,4120,434359,458667,409179,461795,420154,423385,419846,428154,459641,434308,0
429897,401487,426256,412359,434564,457538,408615,461744,419487,423128,419897,428256,459795,434923,0
430154,402103,426051,412462,434513,456615,408103,460667,418718,422308,419744,428256,459333,435846,0
430103,401846,425949,412615,434718,457744,408359,460513,418718,422462,419744,428154,459487,435385,0
429897,401436,425744,412513,434615,458308,408769,460513,418974,422615,41959,427949,459949,434923,0
430103,401231,425436,412359,434615,45759,408667,460154,418821,42241,419641,427744,4600,435692,0
430513,401179,425846,412615,434872,457128,408564,460256,419128,422513,420308,428154,460154,435949,0
430359,401128,426308,412718,434667,457128,408564,460923,420103,423179,420769,428564,46041,435385,0
430667,401385,426205,412769,434718,457436,408564,461385,420513,423282,421026,428872,460923,436154,0
4320,402205,426872,413487,435282,457641,408769,461897,420564,423077,421641,429538,461692,437436,0
432667,402821,42841,414359,434923,457231,409026,462154,419897,42359,421487,430256,461692,437641,0
431949,401846,42841,413795,433846,456615,409128,46159,418564,423333,420462,429949,460359,436667,0
431231,400462,427026,412154,433795,456821,409026,460308,417846,422051,4200,429026,45959,4360,0
431231,400359,425949,411744,434256,457077,408513,459179,417897,42159,41959,428462,459487,435744,0
430513,400872,425179,412359,433744,457077,408308,459077,418051,421385,418256,427333,458615,434513,0
429231,400667,424462,411897,432974,457385,408564,459692,418564,420718,417385,426051,457692,433538,0
429077,400256,424564,411333,433744,457231,408051,459744,419333,421282,41841,426359,458359,43441,0
430103,400872,425385,412154,434667,457077,407795,459744,419538,422974,419949,427641,459949,435333,0
430154,401385,425744,41241,434103,457385,408513,460615,419846,423538,419795,427949,460103,435436,0
430256,401487,426051,412513,433795,457282,408615,461282,419795,422872,419282,42759,459795,4360,0
430974,401641,426154,413385,434615,457128,408205,460923,419179,422308,420154,427846,460462,436103,0
430154,401231,425231,412923,434667,4580,408821,461077,419128,422308,420513,42841,460667,435487,0
429128,400718,424564,411897,434103,458359,409436,461179,41959,422667,419538,428103,459846,435436,0
429692,400872,424923,412308,434359,4580,409026,459897,418769,422256,418872,427179,459333,435231,0
430051,401077,425128,412615,4340,458154,408769,458923,417692,421385,418769,426769,459282,435026,0
429692,400718,424769,4120,433231,457949,408821,459179,418051,421385,418872,427231,459077,435487,0
429744,40041,425179,4120,433538,457077,408615,459487,418974,421846,419231,427795,459385,435641,0
429641,400462,425795,412154,433744,456974,408769,460513,419641,422462,419538,428205,459538,435385,0
429641,400821,425949,412103,433231,457795,409077,461795,420256,423179,419641,428308,459385,435897,0
430308,401128,426103,412513,433692,458256,409128,461949,420564,423282,419846,42841,459949,43641,0
430513,401077,42641,412872,434462,45841,408974,461897,420564,423077,420256,42841,460667,436103,0
43041,401282,426308,412718,434154,458513,408923,461692,419436,423128,420308,428359,460359,435795,0
430513,401641,4260,412718,434205,458513,409179,460462,417949,422769,420154,42841,460051,43641,0
43041,401538,426308,413179,434513,458564,409692,460051,418667,422718,420513,428718,460564,436923,0
43041,401026,426615,413128,433949,458462,410103,460615,419846,423179,420513,429128,460718,436103,0
430513,400462,426359,41241,433641,45841,410205,460205,418718,422256,419744,428718,459897,435487,0
430462,400718,426256,41241,434154,458564,409897,460051,418821,421897,419846,428513,459897,436462,0
430667,40159,426462,413128,434615,458462,409846,461231,421231,423897,420872,428974,460923,436872,0
430615,40159,426051,412923,43441,457897,409692,46159,421077,424513,420564,428359,461026,435641,0
429641,400615,425026,412051,433897,457692,408769,460667,418923,422718,419231,427077,45959,434462,0
428462,400154,424564,411846,433744,457846,408564,460462,418974,421846,418462,426821,45841,434513,0
428359,400256,424821,412051,434103,458154,40959,461128,420308,422513,418872,427282,458821,434769,0
428923,400205,424923,412103,434205,458513,410051,461538,420051,422769,419795,42759,459641,434667,0
429385,400359,424769,412103,433385,4580,409385,460923,419077,422308,419436,427949,459538,435077,0
429846,400872,425436,412615,433179,457333,408923,460103,419026,422154,419128,428359,459897,436462,0
430718,40159,42641,413282,434051,457949,409333,460564,419436,422872,420462,428821,461179,437538,0
431333,4020,426718,41359,43441,458872,409538,461692,41959,423179,421179,429436,461333,437436,0
430974,401692,426359,41359,433795,458564,409077,461692,419282,422564,419949,429128,46041,436769,0
430667,401436,426205,413282,433641,457949,408667,460718,418872,422154,419487,428462,460308,436308,0
431026,401641,426462,413231,433795,457333,408667,460462,419231,422205,420103,42841,460256,435846,0
430513,401026,425949,413231,432769,457026,408615,461128,419795,421487,419641,428359,459538,435231,0
429744,400615,425538,412974,432872,457385,408462,461333,419538,421385,419436,428256,459744,435897,0
430256,401538,426256,413128,434154,457282,408564,461179,419128,422615,420462,428462,460718,436821,0
430923,401897,426462,413333,434051,456872,408462,461128,419026,422821,42041,428564,460769,436513,0
430308,401179,425385,412769,433385,45759,408154,460872,418718,421436,419436,428308,460051,435795,0
429436,401026,424769,412051,433641,458462,408462,460205,418615,421487,419179,427897,459641,435385,0
429077,401231,424923,412103,433436,457897,408359,459795,418769,422513,419128,42759,459385,434974,0
428769,400615,424667,411897,432359,457179,40759,460103,418872,421846,418923,427231,459077,435128,0
428923,400359,42441,411744,432513,457282,40759,460769,419436,421231,419231,427179,459026,435436,0
429333,401026,424667,412205,432923,457333,407949,461282,4200,421949,41959,427538,459641,434923,0
429128,400872,424769,412205,432103,456974,407949,461538,419333,421795,419487,427897,459692,434821,0
429179,400513,424769,411744,431744,456872,408256,461282,417949,420564,419179,428154,458923,435282,0
429692,401538,425282,412205,432872,457487,408205,460256,417385,420718,419179,428154,458974,435538,0
429949,402667,426205,413282,433744,457897,407692,459282,417846,421436,419538,428154,459949,435949,0
429795,402359,426513,413026,433436,457641,407795,459231,418256,421128,419487,428051,459641,436205,0
429385,401897,425744,412308,433385,457795,4080,459436,417846,420205,418718,427692,458256,435744,0
429385,402462,424872,412462,433487,458564,407641,459333,418051,420154,418615,427231,458256,435333,0
42959,402615,424769,412308,433077,458718,40841,459949,419641,421538,419385,427282,459231,434974,0
429436,402359,425538,412308,433026,458256,409231,461282,420154,422718,419692,427744,459333,434974,0
430051,402923,426359,413436,433436,458103,408667,461333,419026,422615,419795,428308,45959,435949,0
431282,403949,426667,414103,433538,458205,408462,460923,418667,422256,420051,428821,459897,4360,0
431179,403949,42641,413692,433026,45841,409026,461282,418821,422051,419538,428359,459333,435128,0
430564,403487,426872,413692,432615,458103,408308,46041,417641,421179,418872,427538,458974,435846,0
431026,403846,42759,414103,433077,457795,407436,458615,417333,420821,418923,427846,459846,436769,0
43159,404564,427231,414154,434103,458308,408051,458821,418821,422205,419128,428513,460615,436513,0
431641,404462,427077,414103,43441,458769,408923,46041,419846,423333,418667,428769,460718,436718,0
431538,404256,427333,414256,434103,458667,408872,460923,419897,42359,418256,429128,460615,436513,0
431128,404564,426872,414154,434103,458667,408615,460769,419897,423385,418051,428769,460564,435436,0
430667,40441,426308,413949,433795,458256,408154,460923,419795,423179,417846,428103,460718,435333,0
430103,403641,426205,413744,433026,457641,407744,460513,419026,422821,417385,428205,460359,435744,0
429538,403538,425385,413179,433077,4580,408205,460103,418513,421744,416718,428051,459385,435282,0
429436,403795,424615,412769,433385,458769,408667,460769,419538,421282,416359,427333,459385,435077,0
429487,403538,425282,413333,433538,458769,408462,461077,420256,422513,416667,427179,460103,435692,0
429949,403846,426154,414103,433744,45841,408308,459846,419026,423436,417282,428103,460462,435949,0
430513,404154,426615,4140,433436,458615,408615,459128,418513,422718,417077,428718,460154,435282,0
429846,403436,426513,413538,432769,458667,408821,459795,419538,422308,416256,428205,459282,434974,0
429026,402974,426205,413231,432462,458308,408513,4600,41959,422359,416051,427179,458769,435231,0
429385,402769,426051,412667,43241,458154,408564,459897,418513,421846,416051,426513,458615,435128,0
42959,402359,426103,412564,432205,458462,409179,4600,418256,421436,415692,427026,458205,434974,0
429282,402462,426359,413333,432154,458513,408923,459641,418205,421538,415641,427949,458103,435282,0
429795,403179,426564,413795,432462,458051,407692,459333,417897,421897,416256,428051,458974,435744,0
430718,403487,426615,413692,432718,457795,407487,459333,418308,422308,416821,428103,459897,436359,0
430462,40359,426564,413692,432769,458103,4080,459487,419026,42241,416821,428513,459641,4360,0
429641,403385,426256,413641,432513,458205,407744,459897,419179,422205,416308,4280,459026,434667,0
429538,403333,425949,413538,432769,4580,406974,460205,419128,422154,416667,427282,45959,435333,0
430667,404205,426308,4140,433385,45841,407128,459949,419179,422667,417744,428051,460513,436821,0
430769,404308,426513,414256,433487,458769,407795,459641,418103,422564,417231,42841,460154,435692,0
429231,403487,425692,413846,432667,45841,407744,459692,417179,421231,415641,427128,459026,434256,0
428821,403179,425385,413641,432154,458205,407128,460051,417795,420564,415538,426667,458718,434564,0
429487,403282,4260,413846,432564,457949,406821,459692,418359,421436,416615,427282,459282,435026,0
429692,403436,426308,413949,432923,457744,406923,458974,418205,422256,417231,427846,460051,435333,0
429744,403282,426103,413692,432462,458205,407026,459077,417744,422205,417538,428154,460103,435641,0
430051,402513,425846,413436,431897,458513,406974,459436,41759,421692,417487,427846,459487,435231,0
430154,402513,425897,413641,432205,458359,407538,459487,418256,421744,416821,427897,459333,434923,0
430051,403385,426564,414205,432923,458564,408615,460462,419179,422513,416564,428564,45959,435436,0
430205,403077,426974,414256,432615,458769,408821,461077,419077,422308,417231,428615,459641,435795,0
430256,40241,426513,413949,432718,458718,408564,460154,41841,421897,417692,428051,459692,435949,0
430359,403077,426359,4140,433897,459077,408667,459897,418923,422872,417744,42841,460462,435949,0
430462,403231,426462,414051,433385,459128,408359,460667,419949,423538,417897,428821,460564,435179,0
430359,402359,426308,4140,432051,458872,408154,460564,419641,422923,417846,428462,4600,435231,0
430359,402308,42641,413897,432769,458872,40841,460051,418872,422667,417949,428359,460308,436564,0
4300,402205,425949,413026,433231,458718,408513,460718,418974,422974,418103,428103,460564,436205,0
429179,401026,424718,412051,431897,458513,408564,460923,419333,422872,41759,427538,459692,434564,0
429128,400923,424359,412051,431897,458564,408667,460051,419026,422821,417436,427641,459282,434821,0
429897,401692,424974,412256,432667,458513,408359,460154,418564,422718,417795,428051,459641,435385,0
429897,401282,424821,411949,431897,458718,408154,460974,418513,422051,417436,427333,459128,43441,0
429231,400667,424462,411846,431795,459282,408923,460974,418923,421487,416821,426872,458462,434513,0
430051,401538,424923,412256,433026,459077,409231,460667,419333,421846,417333,427795,459231,435949,0
431077,402154,425179,41241,432923,45841,408667,46041,419179,422769,418103,428615,460205,435897,0
430308,401487,424769,4120,432154,45841,408667,46041,419179,422923,418051,428154,459846,435026,0
429333,400923,424564,412051,432718,458615,408974,460769,419179,422513,417744,427487,459385,435077,0
429179,400872,424718,411846,432872,458513,408718,460718,418769,422256,417538,427436,459487,434769,0
429231,400821,424462,410769,431641,458564,407949,460051,418205,422051,417385,427231,459333,434513,0
429692,401179,424308,410769,431436,45841,407282,459538,418103,422205,417641,427231,459436,435179,0
430154,401744,424821,411897,432667,458564,407641,45959,418564,422564,417949,427333,459692,435282,0
430051,401897,425179,412205,433231,459538,408667,460308,419333,42241,417897,427282,459744,435179,0
430256,401897,425077,411795,432872,459744,408308,460564,419231,422308,417949,427231,459897,435795,0
430462,401795,424974,4120,432564,458872,407333,459744,41841,42241,418154,427385,460103,435897,0
430103,401692,425128,412154,432615,458923,4080,459744,418308,422359,418205,427692,460051,435077,0
430103,401897,425026,4120,432872,459846,408872,460923,418718,4220,417949,427692,459846,434821,0
430513,402564,424872,412103,433487,45959,408462,461026,419436,42241,417897,427846,46041,435436,0
430615,402821,425333,412256,433846,459385,4080,460051,419436,422974,418051,427846,460718,435795,0
430667,40241,425641,412205,433333,459949,40841,459897,418359,422205,417846,427333,459897,435538,0
431077,402205,425436,412205,432923,459487,408462,460513,418769,421795,417846,427385,459795,435692,0
431077,402513,425231,412308,433282,458718,408051,460718,419949,422667,418667,427846,460974,436205,0
430462,402564,425179,412205,433538,459077,407949,460103,419179,423026,419128,42759,461179,435949,0
430205,402462,424872,412154,433641,459795,407692,45959,418205,422308,41841,427026,460359,435333,0
430359,402667,424718,412308,433744,459795,407897,459949,419333,42241,417897,427026,460256,435436,0
430256,402718,425077,412256,433846,459385,408564,460667,420564,422769,417949,426923,460051,435538,0
4300,401949,424923,411949,433385,459179,408718,460769,41959,421897,417333,426718,459231,435077,0
430051,401692,424769,411846,432974,459333,408513,460462,418615,421385,416923,427026,458974,434974,0
430513,402103,425744,412154,433436,459795,408718,460923,419692,422205,417692,42759,459538,435846,0
430769,402308,426256,412256,433846,459897,409128,461282,420103,422718,418154,427641,459795,436308,0
430513,402051,425436,412103,433385,459436,408821,460615,418103,422154,417538,426821,459641,435538,0
430308,4020,425385,4120,432769,458974,408051,460051,417744,421641,417231,426923,459744,435744,0
430923,402564,426667,412154,433231,459333,4080,460359,419897,4220,418308,428462,460462,437385,0
431436,402872,426769,412308,434051,460154,408718,460821,420821,422821,41959,429128,460821,437385,0
430769,40241,42559,411897,433641,460462,408769,461026,420308,423179,419333,428256,46041,435744,0
429897,401744,424923,411385,432923,459795,408205,460821,419692,422667,418462,427385,459949,435487,0
429744,401538,425026,411538,432615,458974,407897,460359,419487,422154,418615,427385,459949,436154,0
430462,401744,425026,41159,432769,459077,407795,461077,420256,422821,419538,428256,460718,436359,0
431077,402308,425128,411641,433436,459846,407897,461897,420769,423641,420051,428667,46159,436923,0
430821,402615,425436,412103,433795,460462,408564,46159,420359,423385,419949,427897,46159,436769,0
430154,402359,425231,411692,43359,460718,408718,461385,419795,422769,419538,427282,460872,435641,0
429846,402308,424564,411282,433282,460154,407641,460718,419385,42241,418923,427282,460256,435487,0
429949,402205,424718,411744,432872,459333,407282,459641,419128,422103,418359,427128,4600,435641,0
430051,401795,424974,411897,432718,459538,407949,459795,41959,422256,418154,426821,459692,43559,0
430205,401744,424872,411692,433231,460051,408103,460718,4200,422769,418718,426923,459744,435795,0
4300,401795,424615,411436,433385,459897,4080,461333,420462,423026,419333,427231,460308,436051,0
429949,401436,425128,411179,433077,460256,408769,462513,421436,423128,419538,427795,460462,436103,0
430256,401333,425846,411641,433282,460872,409282,463077,421385,422923,419487,427949,459897,436205,0
430308,401795,425692,412308,433641,460359,408564,461487,420154,422462,419026,427179,459846,436462,0
430154,402205,425436,411949,43359,460205,408513,460718,419538,422667,419077,426923,460718,436564,0
430205,402154,42559,411949,433436,460821,408462,461385,419795,422974,419744,427897,461026,436564,0
430462,401692,425385,412205,433179,459795,407385,461077,419795,422769,419795,428564,460718,436564,0
430615,401436,424923,411538,432821,458513,406718,460154,419487,422513,419282,427949,460308,43641,0
430154,401179,424872,410821,432615,459282,407077,460154,418974,422359,418974,427128,45959,436051,0
429641,400872,424974,410615,432821,460103,407128,460667,419128,422256,418974,426872,459487,435795,0
429846,400615,424769,41041,432769,459538,407231,461026,419949,422154,418974,427231,459744,435846,0
429744,400359,424667,410359,432308,459026,407846,461231,42041,422205,419026,42759,45959,435744,0
429333,400359,424872,410769,432359,458974,407949,461744,420923,422769,419282,42759,459846,435795,0
42959,401128,424923,410974,432872,459077,407795,462051,420769,423077,419333,427333,460667,436154,0
430308,401744,424769,410974,432923,459333,407744,461077,419231,422308,419179,427231,460615,436513,0
431179,401744,425077,411744,432718,459385,407897,460462,41841,421846,419231,427897,460359,437179,0
431436,402103,425487,412205,432462,459026,4080,460513,418821,4220,419436,428462,460564,43759,0
431641,403231,42559,411949,432513,458564,407692,459897,418769,421282,419077,427897,460308,43759,0
432821,404564,425897,412615,433026,458718,40759,459795,419026,421333,418923,427744,460308,438359,0
434513,405231,426923,413538,433026,458769,407795,460513,41959,4220,419538,428564,461231,439641,0
435744,406359,427795,4140,432923,458513,407436,460103,418462,421487,419744,428872,461231,440462,0
437179,408256,427949,415026,433487,459179,406974,459744,418359,421026,419538,429128,460923,441744,0
438821,409538,428359,415692,434154,460103,40759,460821,420154,421744,420103,429744,461795,443231,0
440051,409949,429128,415385,434154,460359,407744,461333,420103,422256,420872,42959,462564,444103,0
441385,411538,429487,416051,434154,460205,406974,461026,418923,421846,421128,429487,463128,445231,0
442923,413436,429692,417333,434051,459846,406821,460923,419026,421487,421026,430154,463436,446103,0
444513,414051,430718,417897,433282,459077,406872,460564,419128,421231,421026,430923,463282,446615,0
445641,414872,431282,418256,432769,45841,406718,460051,418923,421077,421641,431179,463436,447897,0
44641,415436,431282,418051,433026,458462,406769,460103,41959,421436,422154,431179,463949,449026,0
446513,414462,431282,417179,433128,458615,406872,460256,419487,421949,421692,431026,464154,448564,0
446205,413692,430051,416821,432667,458564,406718,459846,418256,421385,420769,430308,464103,447897,0
446051,414205,429179,417128,432615,45841,406667,459231,417641,420205,420615,429795,464308,448462,0
445846,414256,430103,417077,432769,458359,406718,458667,416974,419846,421179,43041,464615,448974,0
44559,413333,430615,416872,432256,458564,406718,458718,416974,420103,421641,431077,465385,449077,0
446154,413128,4300,416872,432154,458718,406974,459538,418205,420564,421897,430821,466308,449641,0
447026,413128,430205,416974,432769,458615,407128,459538,418308,421179,422513,430769,467077,450821,0
447385,412821,430923,416974,433128,458564,406923,459436,417897,421846,423744,431795,468718,452205,0
447641,412359,431026,416821,432872,458718,406821,460821,419385,422667,425026,432872,470513,453026,0
447385,411692,430974,416667,432615,458718,406718,461641,420462,423385,425282,432872,470718,452564,0
44641,411231,430821,416769,432564,45841,406256,460154,419026,423179,424564,431897,469692,451846,0
446564,411179,430872,416923,432872,458359,406256,459282,418154,422615,424615,431641,470308,452359,0
447128,410564,431026,416462,432974,458513,406769,459744,418256,42241,425744,432462,471538,453128,0
44641,409333,430718,415692,432256,4580,406256,458821,417026,421641,425538,432564,471128,452667,0
445538,408462,430615,415333,431538,457231,405436,458051,416872,420974,424513,4320,470462,451846,0
445795,407846,430923,415385,431949,457487,405897,459077,418308,421692,425179,432205,471179,452256,0
445897,40759,431026,415436,43241,45841,40641,459641,419077,422821,426564,432462,472359,453179,0
445487,407179,431026,415179,432205,458923,406513,460154,420308,423744,427282,432872,473385,453795,0
445436,4060,431128,414974,432154,458872,407128,461179,421333,424821,427744,4340,474667,453897,0
445026,404923,430821,414564,432154,458615,407487,460462,418718,424359,427692,433744,474615,452923,0
444462,405026,430615,41441,432154,458718,407128,458615,416051,422308,426923,432359,473333,452051,0
444667,405231,430974,414462,432308,458821,407077,458308,416974,421744,426718,432564,473333,452769,0
444974,404308,431282,414205,432513,458308,407026,458462,418103,422974,427333,433846,474154,45359,0
444308,403128,431231,413846,432564,458103,406615,458821,418513,423897,42759,43441,474308,452923,0
443179,402462,430718,413333,43241,458974,406923,460872,420718,424769,428051,434462,474513,4520,0
4420,40159,429795,412718,432154,459641,407795,46241,422769,425692,428564,433795,474821,451231,0
440256,400513,428718,4120,432051,459897,408205,462513,422615,425744,427846,432308,473692,449692,0
438667,399846,427641,411282,432154,459846,408308,462872,422513,425487,426718,431385,472769,448615,0
437897,399077,427179,410513,432308,459436,408256,462718,422256,425487,427077,431487,473436,448513,0
437641,39841,427333,410205,432103,459333,408103,46159,42041,424821,427385,431795,473179,448103,1
437436,39841,427692,410615,431897,459128,407795,46041,418821,423641,426308,431744,471641,447128,1
437282,398308,427897,410872,432256,458615,407385,459641,419179,423641,42559,43159,470974,44641,1
436923,398051,427487,410513,432821,458667,407692,459744,419744,424205,426103,431385,471077,4460,1
436256,398103,426615,4100,432667,459641,408154,460667,4200,424256,426615,431077,470974,445744,1
435744,397692,426205,409744,432359,460154,408205,461333,420564,424051,426256,430667,470974,445744,1
43559,397385,426205,409538,432718,459897,408205,461282,420821,42441,425744,430359,470667,445282,1
435487,3980,426667,409641,432923,45959,408308,461436,421282,424821,425538,430462,469846,444615,1
43559,398513,427538,410308,432667,459179,40841,461949,422256,424974,425795,431077,4700,445026,1
435949,398308,428205,410667,432667,458974,408359,461744,421385,425179,426051,431385,470769,445641,1
435692,397744,427744,410564,432667,458718,407949,460718,419744,424769,425795,430821,470462,445128,1
434974,397385,426872,410051,432513,458615,407744,460615,420769,424615,425949,43041,470103,444769,1
434513,397487,42641,409282,432256,459333,408308,461795,422564,425538,426718,431231,470872,445128,1
434051,397179,426359,409026,432154,460154,409026,462462,42241,42641,426769,43159,471333,444821,1
433538,396462,426256,409231,432462,460205,409385,462205,421744,425897,425692,43041,470205,443641,1
433385,396462,426103,408974,432769,460154,409436,462205,421333,424513,425026,42959,469077,443179,1
433333,396821,426205,408923,432821,460308,409128,462205,421077,424462,425077,430359,469231,443436,1
432974,396718,426154,409282,432718,460205,408718,4620,421538,425026,424667,430205,468923,443179,1
433026,396718,426154,409179,432718,459846,408769,4620,421795,424667,4240,429026,467795,442718,1
433128,396718,426205,409026,432821,459897,409231,46241,421641,424205,423897,429231,467436,442769,1
432769,396359,425744,409128,432872,459949,409487,463026,422359,425077,424462,430205,467744,442974,1
432872,396718,4260,409385,433179,460154,409641,463385,422872,425744,424923,430205,4680,443179,1
433538,397641,42641,409744,433641,460667,409949,463077,4220,425179,424821,4300,468103,442923,1
432718,397179,425487,409436,433487,460769,410256,462872,421385,424513,424205,429641,467487,4420,1
431333,396154,424513,408821,432923,460308,410154,462718,421077,424154,423795,428923,466872,441692,1
4320,396769,425795,409538,433128,460256,409949,4620,420615,424051,424564,42959,46759,442872,1
433385,398103,427282,410667,43359,460615,409949,461795,421333,424667,425744,431231,468718,443692,1
433179,397897,426923,410667,433692,460513,409641,462103,422205,425128,425744,431077,468564,442974,1
432564,397333,426462,410615,433744,460462,409231,462103,421538,424615,424872,429846,467897,44241,1
432923,397846,426513,410513,433641,460923,409436,462615,421744,424615,424872,429487,467897,443026,1
433333,398051,426872,410051,433897,461077,410103,463795,423026,425231,425538,430513,468359,443897,1
433231,397641,427487,409949,434051,460667,410051,463744,422718,425077,4260,431487,468667,443744,1
432872,397487,427282,409795,433231,460205,409231,462821,421897,424821,425538,430872,467846,442769,1
432513,397333,42641,40959,432872,459949,408974,462821,422051,425128,424667,429436,467231,442513,1
432821,397641,426462,409795,43359,4600,409077,462667,421949,425385,425282,429282,468256,443179,1
433026,397949,426667,409641,433487,460359,408718,462051,421385,424974,425538,4300,468564,442718,1
432051,396923,4260,409026,432769,460308,409026,462359,421692,424667,424564,430051,467077,441692,1
431282,396256,425949,409179,432923,4600,409692,462769,421641,424564,424667,430308,466564,441897,1
431436,396718,42641,409436,433077,459744,409487,461949,420564,424256,424974,430205,466923,441795,1
430923,39641,4260,409077,432667,459641,409179,461641,420308,423949,423846,428974,466359,440718,1
429846,395897,425026,408872,432718,459846,409487,462462,421897,424256,423795,428513,466308,440615,1
42959,395897,424564,408872,432974,460103,409385,463077,422974,425026,424564,429077,466462,440974,1
429897,396154,424872,408974,433231,460308,409128,462974,422154,425026,424154,429538,4660,440821,1
4300,396513,425128,409077,433128,460205,409333,462154,421231,42441,42359,429231,465846,440564,1
430308,396974,424923,408923,432923,459949,409487,461538,420974,424462,424051,428718,466308,440564,1
431026,397128,425333,408923,433179,460103,409538,461846,421128,425077,42441,428974,466769,441333,1
431487,397179,426154,409128,433487,460308,409436,462462,42159,425179,424462,429436,467128,4420,1
431333,397487,426308,409231,433385,460154,409026,462359,421692,425026,42441,429949,467282,441949,1
431231,397333,426256,409231,433128,459897,409026,4620,421128,425026,42441,430564,467179,441897,1
431333,396974,426359,409231,433179,459897,409436,461692,420923,424615,424462,430256,466923,441795,1
431128,396821,4260,409026,433385,460308,409128,461641,421744,424923,424359,429077,466769,44159,1
430923,397077,425231,409026,433692,460769,408821,462205,42241,426205,424667,428718,467231,441744,1
430615,397282,424667,409128,433641,460718,408821,462667,421744,425641,424821,429282,467179,441538,1
430256,397179,425333,409077,433231,460513,408718,462308,420974,423795,423897,429282,465897,440667,1
43041,397231,426205,409538,433128,460359,408718,461692,420821,423385,422872,429128,465231,440205,1
430513,397179,425641,409795,433231,460051,408667,46159,420872,423949,422615,428564,465333,4400,1
429744,39641,424769,408872,432769,45959,408462,461385,420718,424154,422615,427795,465385,43959,1
428667,395333,424564,407795,432103,459231,408308,460718,420256,4240,422462,428051,464821,439385,1
428051,395128,424462,407487,431641,458769,407744,460308,419487,423436,421795,428462,464051,439128,1
427846,395385,42441,407692,43159,45841,407333,460564,419179,422667,421026,428205,46359,438462,1
428051,395282,424821,407897,431692,458513,408103,461026,4200,422821,421487,428359,463692,438513,1
428769,395282,425077,407846,43159,458769,408872,461641,421077,423846,422462,428667,464205,439077,1
429179,395795,424821,407744,431692,458615,408359,462103,421077,424154,422256,428462,464513,439128,1
428821,396051,424615,408205,432205,458564,407744,461231,42041,423897,422103,428462,464718,438974,1
428256,395744,424564,40841,432256,459282,408256,460821,420308,423846,422513,428667,464667,438564,1
427846,395231,424718,407641,431641,460103,408872,461897,420513,423538,422205,428359,463949,438154,1
428051,395179,424769,407538,431641,460051,408821,462308,420769,423436,422103,428103,463744,438769,1
